Category,Book Name,Book Rate,Book Price(£),Book Availability,Book Url
Romance,Her Backup Boyfriend (The Sorensen Family #1),33.97,One,In stock,https://books.toscrape.com/catalogue/her-backup-boyfriend-the-sorensen-family-1_896/index.html
Romance,First and First (Five Boroughs #3),15.97,Four,In stock,https://books.toscrape.com/catalogue/first-and-first-five-boroughs-3_893/index.html
Romance,Fifty Shades Darker (Fifty Shades #2),21.96,One,In stock,https://books.toscrape.com/catalogue/fifty-shades-darker-fifty-shades-2_892/index.html
Romance,The Wedding Dress,24.12,One,In stock,https://books.toscrape.com/catalogue/the-wedding-dress_864/index.html
Romance,Suddenly in Love (Lake Haven #1),55.99,Two,In stock,https://books.toscrape.com/catalogue/suddenly-in-love-lake-haven-1_835/index.html
Romance,Something More Than This,16.24,Four,In stock,https://books.toscrape.com/catalogue/something-more-than-this_834/index.html
Romance,Doing It Over (Most Likely To #1),35.61,Three,In stock,https://books.toscrape.com/catalogue/doing-it-over-most-likely-to-1_802/index.html
Romance,The Wedding Pact (The O'Malleys #2),32.61,Three,In stock,https://books.toscrape.com/catalogue/the-wedding-pact-the-omalleys-2_767/index.html
Romance,Hold Your Breath (Search and Rescue #1),28.82,One,In stock,https://books.toscrape.com/catalogue/hold-your-breath-search-and-rescue-1_700/index.html
Romance,Dirty (Dive Bar #1),40.83,Four,In stock,https://books.toscrape.com/catalogue/dirty-dive-bar-1_615/index.html
Romance,Take Me Home Tonight (Rock Star Romance #3),53.98,Three,In stock,https://books.toscrape.com/catalogue/take-me-home-tonight-rock-star-romance-3_605/index.html
Romance,Off the Hook (Fishing for Trouble #1),47.67,Three,In stock,https://books.toscrape.com/catalogue/off-the-hook-fishing-for-trouble-1_601/index.html
Romance,A Gentleman's Position (Society of Gentlemen #3),14.75,Five,In stock,https://books.toscrape.com/catalogue/a-gentlemans-position-society-of-gentlemen-3_584/index.html
Romance,"Sit, Stay, Love",20.9,Three,In stock,https://books.toscrape.com/catalogue/sit-stay-love_486/index.html
Romance,A Girl's Guide to Moving On (New Beginnings #2),31.3,One,In stock,https://books.toscrape.com/catalogue/a-girls-guide-to-moving-on-new-beginnings-2_359/index.html
Romance,The Perfect Play (Play by Play #1),59.99,Three,In stock,https://books.toscrape.com/catalogue/the-perfect-play-play-by-play-1_352/index.html
Romance,Dark Lover (Black Dagger Brotherhood #1),12.87,One,In stock,https://books.toscrape.com/catalogue/dark-lover-black-dagger-brotherhood-1_319/index.html
Romance,Changing the Game (Play by Play #2),13.38,Three,In stock,https://books.toscrape.com/catalogue/changing-the-game-play-by-play-2_317/index.html
Romance,A Walk to Remember,56.43,One,In stock,https://books.toscrape.com/catalogue/a-walk-to-remember_312/index.html
Romance,The Purest Hook (Second Circle Tattoos #3),12.25,One,In stock,https://books.toscrape.com/catalogue/the-purest-hook-second-circle-tattoos-3_271/index.html
Romance,The Obsession,45.43,One,In stock,https://books.toscrape.com/catalogue/the-obsession_268/index.html
Romance,Reservations for Two,11.1,Three,In stock,https://books.toscrape.com/catalogue/reservations-for-two_211/index.html
Romance,Best of My Love (Fool's Gold #20),27.41,Two,In stock,https://books.toscrape.com/catalogue/best-of-my-love-fools-gold-20_127/index.html
Romance,Where Lightning Strikes (Bleeding Stars #3),39.77,Three,In stock,https://books.toscrape.com/catalogue/where-lightning-strikes-bleeding-stars-3_96/index.html
Romance,This One Moment (Pushing Limits #1),48.71,One,In stock,https://books.toscrape.com/catalogue/this-one-moment-pushing-limits-1_88/index.html
Romance,"Rhythm, Chord & Malykhin",28.34,Two,In stock,https://books.toscrape.com/catalogue/rhythm-chord-malykhin_47/index.html
Romance,My Perfect Mistake (Over the Top #1),38.92,Two,In stock,https://books.toscrape.com/catalogue/my-perfect-mistake-over-the-top-1_35/index.html
Romance,Listen to Me (Fusion #1),58.99,Three,In stock,https://books.toscrape.com/catalogue/listen-to-me-fusion-1_29/index.html
Romance,Imperfect Harmony,34.74,Four,In stock,https://books.toscrape.com/catalogue/imperfect-harmony_26/index.html
Romance,Fighting Fate (Fighting #6),39.24,Three,In stock,https://books.toscrape.com/catalogue/fighting-fate-fighting-6_18/index.html
Romance,Deep Under (Walker Security #1),47.09,Five,In stock,https://books.toscrape.com/catalogue/deep-under-walker-security-1_15/index.html
Romance,Charity's Cross (Charles Towne Belles #4),41.24,One,In stock,https://books.toscrape.com/catalogue/charitys-cross-charles-towne-belles-4_12/index.html
Romance,Bounty (Colorado Mountain #7),37.26,Four,In stock,https://books.toscrape.com/catalogue/bounty-colorado-mountain-7_9/index.html
Womens Fiction,I Had a Nice Time And Other Lies...: How to find love & sh*t like that,57.36,Four,In stock,https://books.toscrape.com/catalogue/i-had-a-nice-time-and-other-lies-how-to-find-love-sht-like-that_814/index.html
Womens Fiction,Will You Won't You Want Me?,13.86,Three,In stock,https://books.toscrape.com/catalogue/will-you-wont-you-want-me_644/index.html
Womens Fiction,Keep Me Posted,20.46,Four,In stock,https://books.toscrape.com/catalogue/keep-me-posted_594/index.html
Womens Fiction,Grey (Fifty Shades #4),48.49,Four,In stock,https://books.toscrape.com/catalogue/grey-fifty-shades-4_592/index.html
Womens Fiction,Meternity,43.58,Three,In stock,https://books.toscrape.com/catalogue/meternity_478/index.html
Womens Fiction,Some Women,13.73,Five,In stock,https://books.toscrape.com/catalogue/some-women_341/index.html
Womens Fiction,Shopaholic Ties the Knot (Shopaholic #3),48.39,Five,In stock,https://books.toscrape.com/catalogue/shopaholic-ties-the-knot-shopaholic-3_340/index.html
Womens Fiction,Can You Keep a Secret?,21.94,One,In stock,https://books.toscrape.com/catalogue/can-you-keep-a-secret_315/index.html
Womens Fiction,Twenties Girl,42.8,Two,In stock,https://books.toscrape.com/catalogue/twenties-girl_292/index.html
Womens Fiction,The Undomestic Goddess,45.75,Four,In stock,https://books.toscrape.com/catalogue/the-undomestic-goddess_286/index.html
Womens Fiction,The Nanny Diaries (Nanny #1),52.53,Five,In stock,https://books.toscrape.com/catalogue/the-nanny-diaries-nanny-1_265/index.html
Womens Fiction,The Devil Wears Prada (The Devil Wears Prada #1),44.29,One,In stock,https://books.toscrape.com/catalogue/the-devil-wears-prada-the-devil-wears-prada-1_243/index.html
Womens Fiction,Something Borrowed (Darcy & Rachel #1),48.96,Five,In stock,https://books.toscrape.com/catalogue/something-borrowed-darcy-rachel-1_224/index.html
Womens Fiction,Something Blue (Darcy & Rachel #2),54.62,One,In stock,https://books.toscrape.com/catalogue/something-blue-darcy-rachel-2_223/index.html
Womens Fiction,I've Got Your Number,19.69,One,In stock,https://books.toscrape.com/catalogue/ive-got-your-number_173/index.html
Womens Fiction,The Edge of Reason (Bridget Jones #2),19.18,Four,In stock,https://books.toscrape.com/catalogue/the-edge-of-reason-bridget-jones-2_63/index.html
Womens Fiction,Bridget Jones's Diary (Bridget Jones #1),29.82,One,In stock,https://books.toscrape.com/catalogue/bridget-joness-diary-bridget-jones-1_10/index.html
Fiction,Soumission,50.1,One,In stock,https://books.toscrape.com/catalogue/soumission_998/index.html
Fiction,Private Paris (Private #10),47.61,Five,In stock,https://books.toscrape.com/catalogue/private-paris-private-10_958/index.html
Fiction,"We Love You, Charlie Freeman",50.27,Five,In stock,https://books.toscrape.com/catalogue/we-love-you-charlie-freeman_954/index.html
Fiction,Thirst,17.27,Five,In stock,https://books.toscrape.com/catalogue/thirst_946/index.html
Fiction,The Murder That Never Was (Forensic Instincts #5),54.11,Three,In stock,https://books.toscrape.com/catalogue/the-murder-that-never-was-forensic-instincts-5_939/index.html
Fiction,Tuesday Nights in 1980,21.04,Two,In stock,https://books.toscrape.com/catalogue/tuesday-nights-in-1980_870/index.html
Fiction,The Vacationers,42.15,Four,In stock,https://books.toscrape.com/catalogue/the-vacationers_863/index.html
Fiction,The Regional Office Is Under Attack!,51.36,Five,In stock,https://books.toscrape.com/catalogue/the-regional-office-is-under-attack_858/index.html
Fiction,Finders Keepers (Bill Hodges Trilogy #2),53.53,Five,In stock,https://books.toscrape.com/catalogue/finders-keepers-bill-hodges-trilogy-2_807/index.html
Fiction,The Time Keeper,27.88,Five,In stock,https://books.toscrape.com/catalogue/the-time-keeper_766/index.html
Fiction,The Testament of Mary,52.67,Four,In stock,https://books.toscrape.com/catalogue/the-testament-of-mary_765/index.html
Fiction,The First Hostage (J.B. Collins #2),25.85,Three,In stock,https://books.toscrape.com/catalogue/the-first-hostage-jb-collins-2_749/index.html
Fiction,Take Me with You,45.21,Three,In stock,https://books.toscrape.com/catalogue/take-me-with-you_741/index.html
Fiction,Still Life with Bread Crumbs,26.41,Three,In stock,https://books.toscrape.com/catalogue/still-life-with-bread-crumbs_738/index.html
Fiction,Shtum,55.84,Four,In stock,https://books.toscrape.com/catalogue/shtum_733/index.html
Fiction,My Name Is Lucy Barton,41.56,One,In stock,https://books.toscrape.com/catalogue/my-name-is-lucy-barton_720/index.html
Fiction,My Mrs. Brown,24.48,Three,In stock,https://books.toscrape.com/catalogue/my-mrs-brown_719/index.html
Fiction,Mr. Mercedes (Bill Hodges Trilogy #1),28.9,One,In stock,https://books.toscrape.com/catalogue/mr-mercedes-bill-hodges-trilogy-1_717/index.html
Fiction,I Am Pilgrim (Pilgrim #1),10.6,Four,In stock,https://books.toscrape.com/catalogue/i-am-pilgrim-pilgrim-1_703/index.html
Fiction,Eligible (The Austen Project #4),27.09,Three,In stock,https://books.toscrape.com/catalogue/eligible-the-austen-project-4_692/index.html
Fiction,Eight Hundred Grapes,14.39,Four,In stock,https://books.toscrape.com/catalogue/eight-hundred-grapes_690/index.html
Fiction,Dear Mr. Knightley,11.21,Five,In stock,https://books.toscrape.com/catalogue/dear-mr-knightley_684/index.html
Fiction,Cometh the Hour (The Clifton Chronicles #6),25.01,Three,In stock,https://books.toscrape.com/catalogue/cometh-the-hour-the-clifton-chronicles-6_681/index.html
Fiction,Balloon Animals,17.03,Three,In stock,https://books.toscrape.com/catalogue/balloon-animals_665/index.html
Fiction,A Man Called Ove,39.72,One,In stock,https://books.toscrape.com/catalogue/a-man-called-ove_653/index.html
Fiction,The Silent Sister (Riley MacPherson #1),46.29,Five,In stock,https://books.toscrape.com/catalogue/the-silent-sister-riley-macpherson-1_641/index.html
Fiction,The Dinner Party,56.54,Two,In stock,https://books.toscrape.com/catalogue/the-dinner-party_635/index.html
Fiction,The Improbability of Love,59.45,One,In stock,https://books.toscrape.com/catalogue/the-improbability-of-love_607/index.html
Fiction,Mothering Sunday,13.34,Two,In stock,https://books.toscrape.com/catalogue/mothering-sunday_600/index.html
Fiction,Lies and Other Acts of Love,45.14,One,In stock,https://books.toscrape.com/catalogue/lies-and-other-acts-of-love_596/index.html
Fiction,Daredevils,16.34,Three,In stock,https://books.toscrape.com/catalogue/daredevils_590/index.html
Fiction,11/22/63,48.48,Three,In stock,https://books.toscrape.com/catalogue/112263_583/index.html
Fiction,The Shack,28.03,One,In stock,https://books.toscrape.com/catalogue/the-shack_576/index.html
Fiction,The High Mountains of Portugal,51.15,One,In stock,https://books.toscrape.com/catalogue/the-high-mountains-of-portugal_547/index.html
Fiction,Miller's Valley,58.54,Two,In stock,https://books.toscrape.com/catalogue/millers-valley_534/index.html
Fiction,Hystopia: A Novel,21.96,Four,In stock,https://books.toscrape.com/catalogue/hystopia-a-novel_523/index.html
Fiction,The Bourne Identity (Jason Bourne #1),42.78,Four,In stock,https://books.toscrape.com/catalogue/the-bourne-identity-jason-bourne-1_492/index.html
Fiction,Sister Dear,40.2,Four,In stock,https://books.toscrape.com/catalogue/sister-dear_485/index.html
Fiction,Memoirs of a Geisha,49.67,Three,In stock,https://books.toscrape.com/catalogue/memoirs-of-a-geisha_477/index.html
Fiction,Me Before You (Me Before You #1),19.02,One,In stock,https://books.toscrape.com/catalogue/me-before-you-me-before-you-1_434/index.html
Fiction,Deception Point,40.32,Four,In stock,https://books.toscrape.com/catalogue/deception-point_426/index.html
Fiction,The Little Paris Bookshop,24.73,Three,In stock,https://books.toscrape.com/catalogue/the-little-paris-bookshop_407/index.html
Fiction,The Firm,45.56,Three,In stock,https://books.toscrape.com/catalogue/the-firm_404/index.html
Fiction,The Expatriates,44.58,Two,In stock,https://books.toscrape.com/catalogue/the-expatriates_401/index.html
Fiction,Siddhartha,34.22,Five,In stock,https://books.toscrape.com/catalogue/siddhartha_393/index.html
Fiction,Last One Home (New Beginnings #1),59.98,Three,In stock,https://books.toscrape.com/catalogue/last-one-home-new-beginnings-1_383/index.html
Fiction,Digital Fortress,58.0,Five,In stock,https://books.toscrape.com/catalogue/digital-fortress_369/index.html
Fiction,Atlas Shrugged,26.58,Five,In stock,https://books.toscrape.com/catalogue/atlas-shrugged_314/index.html
Fiction,Three-Martini Lunch,23.21,Three,In stock,https://books.toscrape.com/catalogue/three-martini-lunch_290/index.html
Fiction,The Nightingale,26.26,Four,In stock,https://books.toscrape.com/catalogue/the-nightingale_267/index.html
Fiction,The Infinities,27.41,One,In stock,https://books.toscrape.com/catalogue/the-infinities_257/index.html
Fiction,The Husband's Secret,52.51,Five,In stock,https://books.toscrape.com/catalogue/the-husbands-secret_256/index.html
Fiction,The Da Vinci Code (Robert Langdon #2),22.96,Two,In stock,https://books.toscrape.com/catalogue/the-da-vinci-code-robert-langdon-2_240/index.html
Fiction,The Art of Fielding,22.1,One,In stock,https://books.toscrape.com/catalogue/the-art-of-fielding_228/index.html
Fiction,Lila (Gilead #3),12.47,Three,In stock,https://books.toscrape.com/catalogue/lila-gilead-3_190/index.html
Fiction,Jurassic Park (Jurassic Park #1),44.97,One,In stock,https://books.toscrape.com/catalogue/jurassic-park-jurassic-park-1_180/index.html
Fiction,Inferno (Robert Langdon #4),41.0,Five,In stock,https://books.toscrape.com/catalogue/inferno-robert-langdon-4_176/index.html
Fiction,Crazy Rich Asians (Crazy Rich Asians #1),49.13,Five,In stock,https://books.toscrape.com/catalogue/crazy-rich-asians-crazy-rich-asians-1_143/index.html
Fiction,Big Little Lies,22.11,One,In stock,https://books.toscrape.com/catalogue/big-little-lies_129/index.html
Fiction,The Course of Love,16.78,Three,In stock,https://books.toscrape.com/catalogue/the-course-of-love_109/index.html
Fiction,When I'm Gone,51.96,Three,In stock,https://books.toscrape.com/catalogue/when-im-gone_95/index.html
Fiction,The Silent Wife,12.34,Five,In stock,https://books.toscrape.com/catalogue/the-silent-wife_83/index.html
Fiction,The Bette Davis Club,30.66,Three,In stock,https://books.toscrape.com/catalogue/the-bette-davis-club_59/index.html
Fiction,Kitchens of the Great Midwest,57.2,Five,In stock,https://books.toscrape.com/catalogue/kitchens-of-the-great-midwest_28/index.html
Fiction,Bright Lines,39.07,Five,In stock,https://books.toscrape.com/catalogue/bright-lines_11/index.html
Childrens,Birdsong: A Story in Pictures,54.64,Three,In stock,https://books.toscrape.com/catalogue/birdsong-a-story-in-pictures_975/index.html
Childrens,The Bear and the Piano,36.89,One,In stock,https://books.toscrape.com/catalogue/the-bear-and-the-piano_967/index.html
Childrens,The Secret of Dreadwillow Carse,56.13,One,In stock,https://books.toscrape.com/catalogue/the-secret-of-dreadwillow-carse_944/index.html
Childrens,The White Cat and the Monk: A Retelling of the Poem “Pangur Bán”,58.08,Four,In stock,https://books.toscrape.com/catalogue/the-white-cat-and-the-monk-a-retelling-of-the-poem-pangur-ban_865/index.html
Childrens,Little Red,13.47,Three,In stock,https://books.toscrape.com/catalogue/little-red_817/index.html
Childrens,Walt Disney's Alice in Wonderland,12.96,Five,In stock,https://books.toscrape.com/catalogue/walt-disneys-alice-in-wonderland_777/index.html
Childrens,Twenty Yawns,22.08,Two,In stock,https://books.toscrape.com/catalogue/twenty-yawns_773/index.html
Childrens,Rain Fish,23.57,Three,In stock,https://books.toscrape.com/catalogue/rain-fish_728/index.html
Childrens,Once Was a Time,18.28,Two,In stock,https://books.toscrape.com/catalogue/once-was-a-time_724/index.html
Childrens,Luis Paints the World,53.95,Three,In stock,https://books.toscrape.com/catalogue/luis-paints-the-world_714/index.html
Childrens,Nap-a-Roo,25.08,One,In stock,https://books.toscrape.com/catalogue/nap-a-roo_567/index.html
Childrens,The Whale,35.96,Four,In stock,https://books.toscrape.com/catalogue/the-whale_501/index.html
Childrens,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",52.87,Three,In stock,https://books.toscrape.com/catalogue/shrunken-treasures-literary-classics-short-sweet-and-silly_484/index.html
Childrens,Raymie Nightingale,34.41,Two,In stock,https://books.toscrape.com/catalogue/raymie-nightingale_482/index.html
Childrens,Playing from the Heart,32.38,One,In stock,https://books.toscrape.com/catalogue/playing-from-the-heart_481/index.html
Childrens,Maybe Something Beautiful: How Art Transformed a Neighborhood,22.54,One,In stock,https://books.toscrape.com/catalogue/maybe-something-beautiful-how-art-transformed-a-neighborhood_386/index.html
Childrens,The Wild Robot,56.07,Three,In stock,https://books.toscrape.com/catalogue/the-wild-robot_288/index.html
Childrens,The Thing About Jellyfish,48.77,One,In stock,https://books.toscrape.com/catalogue/the-thing-about-jellyfish_283/index.html
Childrens,The Lonely Ones,43.59,Five,In stock,https://books.toscrape.com/catalogue/the-lonely-ones_261/index.html
Childrens,The Day the Crayons Came Home (Crayons),26.33,Five,In stock,https://books.toscrape.com/catalogue/the-day-the-crayons-came-home-crayons_241/index.html
Childrens,The Cat in the Hat (Beginner Books B-1),16.26,Two,In stock,https://books.toscrape.com/catalogue/the-cat-in-the-hat-beginner-books-b-1_235/index.html
Childrens,Red: The True Story of Red Riding Hood,28.54,Three,In stock,https://books.toscrape.com/catalogue/red-the-true-story-of-red-riding-hood_210/index.html
Childrens,Horrible Bear!,37.52,Two,In stock,https://books.toscrape.com/catalogue/horrible-bear_168/index.html
Childrens,Green Eggs and Ham (Beginner Books B-16),10.79,Four,In stock,https://books.toscrape.com/catalogue/green-eggs-and-ham-beginner-books-b-16_165/index.html
Childrens,Counting Thyme,10.62,One,In stock,https://books.toscrape.com/catalogue/counting-thyme_142/index.html
Childrens,Are We There Yet?,10.66,Three,In stock,https://books.toscrape.com/catalogue/are-we-there-yet_122/index.html
Childrens,Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),52.88,Four,In stock,https://books.toscrape.com/catalogue/diary-of-a-minecraft-zombie-book-1-a-scare-of-a-dare-an-unofficial-minecraft-book_99/index.html
Childrens,Matilda,28.34,One,In stock,https://books.toscrape.com/catalogue/matilda_32/index.html
Childrens,Charlie and the Chocolate Factory (Charlie Bucket #1),22.85,Three,In stock,https://books.toscrape.com/catalogue/charlie-and-the-chocolate-factory-charlie-bucket-1_13/index.html
Religion,"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",37.97,Two,In stock,https://books.toscrape.com/catalogue/dont-be-a-jerk-and-other-practical-advice-from-dogen-japans-greatest-zen-master_890/index.html
Religion,You Are What You Love: The Spiritual Power of Habit,21.87,Four,In stock,https://books.toscrape.com/catalogue/you-are-what-you-love-the-spiritual-power-of-habit_872/index.html
Religion,God: The Most Unpleasant Character in All Fiction,30.03,Five,In stock,https://books.toscrape.com/catalogue/god-the-most-unpleasant-character-in-all-fiction_697/index.html
Religion,The Book of Mormon,24.57,Three,In stock,https://books.toscrape.com/catalogue/the-book-of-mormon_571/index.html
Religion,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",27.62,One,In stock,https://books.toscrape.com/catalogue/a-history-of-god-the-4000-year-quest-of-judaism-christianity-and-islam_310/index.html
Religion,The Bhagavad Gita,57.49,Three,In stock,https://books.toscrape.com/catalogue/the-bhagavad-gita_60/index.html
Religion,Choosing Our Religion: The Spiritual Lives of America's Nones,28.42,Four,In stock,https://books.toscrape.com/catalogue/choosing-our-religion-the-spiritual-lives-of-americas-nones_14/index.html
Nonfiction,Worlds Elsewhere: Journeys Around Shakespeare’s Globe,40.3,Five,In stock,https://books.toscrape.com/catalogue/worlds-elsewhere-journeys-around-shakespeares-globe_972/index.html
Nonfiction,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,31.05,Three,In stock,https://books.toscrape.com/catalogue/the-five-love-languages-how-to-express-heartfelt-commitment-to-your-mate_969/index.html
Nonfiction,Reasons to Stay Alive,26.41,Two,In stock,https://books.toscrape.com/catalogue/reasons-to-stay-alive_959/index.html
Nonfiction,#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,23.11,Five,In stock,https://books.toscrape.com/catalogue/higherselfie-wake-up-your-life-free-your-soul-find-your-tribe_957/index.html
Nonfiction,"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",44.18,Four,In stock,https://books.toscrape.com/catalogue/unseen-city-the-majesty-of-pigeons-the-discreet-charm-of-snails-other-wonders-of-the-urban-wilderness_952/index.html
Nonfiction,Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,31.12,Three,In stock,https://books.toscrape.com/catalogue/throwing-rocks-at-the-google-bus-how-growth-became-the-enemy-of-prosperity_948/index.html
Nonfiction,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,16.77,Three,In stock,https://books.toscrape.com/catalogue/the-life-changing-magic-of-tidying-up-the-japanese-art-of-decluttering-and-organizing_936/index.html
Nonfiction,The Gutsy Girl: Escapades for Your Life of Epic Adventure,37.13,One,In stock,https://books.toscrape.com/catalogue/the-gutsy-girl-escapades-for-your-life-of-epic-adventure_934/index.html
Nonfiction,The Electric Pencil: Drawings from Inside State Hospital No. 3,56.06,One,In stock,https://books.toscrape.com/catalogue/the-electric-pencil-drawings-from-inside-state-hospital-no-3_933/index.html
Nonfiction,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,41.83,Four,In stock,https://books.toscrape.com/catalogue/spark-joy-an-illustrated-master-class-on-the-art-of-organizing-and-tidying-up_927/index.html
Nonfiction,Reskilling America: Learning to Labor in the Twenty-First Century,19.83,Two,In stock,https://books.toscrape.com/catalogue/reskilling-america-learning-to-labor-in-the-twenty-first-century_922/index.html
Nonfiction,In the Country We Love: My Family Divided,22.0,Four,In stock,https://books.toscrape.com/catalogue/in-the-country-we-love-my-family-divided_901/index.html
Nonfiction,Everydata: The Misinformation Hidden in the Little Data You Consume Every Day,54.35,Two,In stock,https://books.toscrape.com/catalogue/everydata-the-misinformation-hidden-in-the-little-data-you-consume-every-day_891/index.html
Nonfiction,Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,29.14,Five,In stock,https://books.toscrape.com/catalogue/call-the-nurse-true-stories-of-a-country-nurse-on-a-scottish-isle_885/index.html
Nonfiction,Algorithms to Live By: The Computer Science of Human Decisions,30.81,One,In stock,https://books.toscrape.com/catalogue/algorithms-to-live-by-the-computer-science-of-human-decisions_880/index.html
Nonfiction,The Power of Now: A Guide to Spiritual Enlightenment,43.54,Two,In stock,https://books.toscrape.com/catalogue/the-power-of-now-a-guide-to-spiritual-enlightenment_855/index.html
Nonfiction,The Omnivore's Dilemma: A Natural History of Four Meals,38.21,Two,In stock,https://books.toscrape.com/catalogue/the-omnivores-dilemma-a-natural-history-of-four-meals_854/index.html
Nonfiction,The Genius of Birds,17.24,One,In stock,https://books.toscrape.com/catalogue/the-genius-of-birds_843/index.html
Nonfiction,The Artist's Way: A Spiritual Path to Higher Creativity,38.49,Five,In stock,https://books.toscrape.com/catalogue/the-artists-way-a-spiritual-path-to-higher-creativity_839/index.html
Nonfiction,So You've Been Publicly Shamed,12.23,Two,In stock,https://books.toscrape.com/catalogue/so-youve-been-publicly-shamed_832/index.html
Nonfiction,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",19.43,Three,In stock,https://books.toscrape.com/catalogue/daring-greatly-how-the-courage-to-be-vulnerable-transforms-the-way-we-live-love-parent-and-lead_799/index.html
Nonfiction,Big Magic: Creative Living Beyond Fear,30.8,Three,In stock,https://books.toscrape.com/catalogue/big-magic-creative-living-beyond-fear_796/index.html
Nonfiction,Becoming Wise: An Inquiry into the Mystery and Art of Living,27.43,Two,In stock,https://books.toscrape.com/catalogue/becoming-wise-an-inquiry-into-the-mystery-and-art-of-living_795/index.html
Nonfiction,Agnostic: A Spirited Manifesto,12.51,Five,In stock,https://books.toscrape.com/catalogue/agnostic-a-spirited-manifesto_786/index.html
Nonfiction,Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,38.2,Four,In stock,https://books.toscrape.com/catalogue/whole-lotta-creativity-going-on-60-fun-and-unusual-exercises-to-awaken-and-strengthen-your-creativity_780/index.html
Nonfiction,What's It Like in Space?: Stories from Astronauts Who've Been There,19.6,Two,In stock,https://books.toscrape.com/catalogue/whats-it-like-in-space-stories-from-astronauts-whove-been-there_779/index.html
Nonfiction,The Year of Magical Thinking,43.04,Two,In stock,https://books.toscrape.com/catalogue/the-year-of-magical-thinking_770/index.html
Nonfiction,The Literature Book (Big Ideas Simply Explained),17.43,Three,In stock,https://books.toscrape.com/catalogue/the-literature-book-big-ideas-simply-explained_755/index.html
Nonfiction,The Bad-Ass Librarians of Timbuktu: And Their Race to Save the World’s Most Precious Manuscripts,15.77,One,In stock,https://books.toscrape.com/catalogue/the-bad-ass-librarians-of-timbuktu-and-their-race-to-save-the-worlds-most-precious-manuscripts_745/index.html
Nonfiction,Swell: A Year of Waves,45.58,One,In stock,https://books.toscrape.com/catalogue/swell-a-year-of-waves_740/index.html
Nonfiction,No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,21.95,Two,In stock,https://books.toscrape.com/catalogue/no-dream-is-too-high-life-lessons-from-a-man-who-walked-on-the-moon_722/index.html
Nonfiction,Looking for Lovely: Collecting the Moments that Matter,29.14,Five,In stock,https://books.toscrape.com/catalogue/looking-for-lovely-collecting-the-moments-that-matter_710/index.html
Nonfiction,Let It Out: A Journey Through Journaling,26.79,Five,In stock,https://books.toscrape.com/catalogue/let-it-out-a-journey-through-journaling_708/index.html
Nonfiction,Hamilton: The Revolution,58.79,Three,In stock,https://books.toscrape.com/catalogue/hamilton-the-revolution_699/index.html
Nonfiction,"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",15.06,Four,In stock,https://books.toscrape.com/catalogue/far-away-places-on-the-brink-of-change-seven-continents-twenty-five-years_694/index.html
Nonfiction,"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",51.75,Five,In stock,https://books.toscrape.com/catalogue/eaternity-more-than-150-deliciously-easy-vegan-recipes-for-a-long-healthy-satisfied-joyful-life_689/index.html
Nonfiction,Buying In: The Secret Dialogue Between What We Buy and Who We Are,37.8,Four,In stock,https://books.toscrape.com/catalogue/buying-in-the-secret-dialogue-between-what-we-buy-and-who-we-are_670/index.html
Nonfiction,Brain on Fire: My Month of Madness,49.32,Five,In stock,https://books.toscrape.com/catalogue/brain-on-fire-my-month-of-madness_669/index.html
Nonfiction,Abstract City,56.37,Five,In stock,https://books.toscrape.com/catalogue/abstract-city_658/index.html
Nonfiction,13 Hours: The Inside Account of What Really Happened In Benghazi,27.06,One,In stock,https://books.toscrape.com/catalogue/13-hours-the-inside-account-of-what-really-happened-in-benghazi_645/index.html
Nonfiction,The Lonely City: Adventures in the Art of Being Alone,33.26,Two,In stock,https://books.toscrape.com/catalogue/the-lonely-city-adventures-in-the-art-of-being-alone_639/index.html
Nonfiction,The Diary of a Young Girl,59.9,Three,In stock,https://books.toscrape.com/catalogue/the-diary-of-a-young-girl_634/index.html
Nonfiction,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,21.21,Three,In stock,https://books.toscrape.com/catalogue/snatched-how-a-drug-queen-went-undercover-for-the-dea-and-was-kidnapped-by-colombian-guerillas_631/index.html
Nonfiction,Furiously Happy: A Funny Book About Horrible Things,41.46,Four,In stock,https://books.toscrape.com/catalogue/furiously-happy-a-funny-book-about-horrible-things_619/index.html
